City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
224,Vao,NC,-22.6667,167.4833,75.7,77,100,23.33,overcast clouds,2021-02-01 03:39:35
225,Makakilo City,US,21.3469,-158.0858,80.6,47,1,8.05,clear sky,2021-02-01 03:41:10
226,Salumbar,IN,24.1333,74.05,46.4,66,0,4.27,haze,2021-02-01 03:36:16
227,Monte Alegre De Minas,BR,-18.8706,-48.8808,70.05,84,88,1.68,overcast clouds,2021-02-01 03:41:10
228,Basco,PH,20.4487,121.9702,73.04,78,23,14.14,few clouds,2021-02-01 03:41:10
229,Tecoanapa,MX,16.5167,-98.75,76.08,81,2,4.21,clear sky,2021-02-01 03:41:10
230,Anloga,GH,5.7947,0.8973,82.4,89,20,4.61,few clouds,2021-02-01 03:41:10
231,Karratha,AU,-20.7377,116.8463,78.46,81,100,16.84,overcast clouds,2021-02-01 03:41:10
232,Karanpura,IN,29.1018,75.092,63.25,29,0,4.38,clear sky,2021-02-01 03:41:11
233,Mutoko,ZW,-17.397,32.2268,63.66,100,100,3.0,light rain,2021-02-01 03:41:11
234,Kununurra,AU,-15.7667,128.7333,87.8,74,40,5.75,scattered clouds,2021-02-01 03:41:11
235,Dingle,PH,10.9995,122.6711,82.87,73,42,14.41,scattered clouds,2021-02-01 03:41:11
236,Kalmanka,RU,52.8992,83.5433,3.2,72,0,8.95,clear sky,2021-02-01 03:41:11
237,Fort-Shevchenko,KZ,44.5086,50.263,38.01,92,39,5.41,scattered clouds,2021-02-01 03:41:11
238,Dire,ML,12.2833,-10.9667,67.75,21,91,1.88,overcast clouds,2021-02-01 03:41:11
239,Akkermanovka,RU,51.2467,58.2391,-0.4,92,90,1.81,fog,2021-02-01 03:41:12
240,Guider,CM,9.9342,13.9486,70.7,22,0,4.43,clear sky,2021-02-01 03:41:12
241,Lasa,IT,46.6166,10.7002,37.0,100,90,4.61,mist,2021-02-01 03:40:22
242,Kiruna,SE,67.8557,20.2251,17.6,93,90,10.36,light snow,2021-02-01 03:41:12
243,Cherskiy,RU,68.75,161.3,-10.12,83,98,7.67,overcast clouds,2021-02-01 03:40:28
244,Flinders,AU,-34.5833,150.8552,84.0,67,50,4.0,scattered clouds,2021-02-01 03:40:27
245,Bambanglipuro,ID,-7.95,110.2833,86.45,63,98,5.23,overcast clouds,2021-02-01 03:41:12
246,Jasper,US,37.2001,-94.3502,35.6,75,90,13.8,overcast clouds,2021-02-01 03:38:32
247,Padang,ID,-0.9492,100.3543,83.93,63,90,2.53,overcast clouds,2021-02-01 03:38:04
248,Joao Camara,BR,-5.5375,-35.8197,78.8,83,40,4.61,scattered clouds,2021-02-01 03:41:12
249,Noumea,NC,-22.2763,166.4572,84.2,58,0,23.02,clear sky,2021-02-01 03:41:13
250,Sitka,US,57.0531,-135.33,35.6,64,1,3.44,clear sky,2021-02-01 03:41:13
251,Liverpool,GB,53.4106,-2.9779,34.0,86,92,5.75,overcast clouds,2021-02-01 03:40:54
252,Fairbanks,US,64.8378,-147.7164,-5.8,84,90,2.21,overcast clouds,2021-02-01 03:39:41
253,Sinnamary,GF,5.3833,-52.95,77.45,82,96,13.82,overcast clouds,2021-02-01 03:39:42
254,Astara,AZ,38.5,48.6667,35.6,100,40,5.75,scattered clouds,2021-02-01 03:41:13
255,Bandarbeyla,SO,9.4942,50.8122,72.97,68,30,19.62,scattered clouds,2021-02-01 03:41:13
256,Jardim,BR,-21.4803,-56.1381,73.89,93,23,4.5,few clouds,2021-02-01 03:41:13
257,Lahad Datu,MY,5.0268,118.327,82.17,79,100,5.97,overcast clouds,2021-02-01 03:41:14
258,Ames,US,42.0347,-93.6199,27.0,80,90,16.11,overcast clouds,2021-02-01 03:38:36
259,Ranong,TH,9.9658,98.6348,84.2,70,20,4.61,few clouds,2021-02-01 03:41:14
260,Garowe,SO,8.4054,48.4845,61.48,87,18,10.22,few clouds,2021-02-01 03:41:14
261,Itapema,BR,-27.0903,-48.6114,78.8,83,0,4.61,clear sky,2021-02-01 03:41:14
262,Cap-Chat,CA,49.1001,-66.6821,10.4,92,52,8.05,broken clouds,2021-02-01 03:41:14
263,Taoudenni,ML,22.6783,-3.9836,65.3,25,8,8.3,clear sky,2021-02-01 03:41:14
264,Harlingen,US,26.1906,-97.6961,64.0,67,1,6.91,clear sky,2021-02-01 03:39:29
265,Bucerias,MX,20.75,-105.3333,69.01,94,1,2.68,clear sky,2021-02-01 03:41:15
266,Acapulco,MX,16.8634,-99.8901,78.8,78,1,2.3,clear sky,2021-02-01 03:38:48
267,Ugoofaaru,MV,5.6667,73.0,82.44,73,80,12.03,broken clouds,2021-02-01 03:41:15
268,Roura,GF,4.7263,-52.3274,80.6,78,75,10.36,broken clouds,2021-02-01 03:41:15
269,Grindavik,IS,63.8424,-22.4338,28.4,74,0,14.97,clear sky,2021-02-01 03:41:15
270,Chicama,PE,-7.8447,-79.1469,72.66,66,22,6.08,few clouds,2021-02-01 03:41:15
271,Broken Hill,AU,-31.95,141.4333,87.8,18,96,14.97,overcast clouds,2021-02-01 03:41:15
272,Cam Ranh,VN,11.9214,109.1591,77.0,61,20,10.36,few clouds,2021-02-01 03:41:15
273,Bilma,NE,18.6853,12.9164,57.15,30,5,4.65,clear sky,2021-02-01 03:37:05
274,San Cristobal,VE,7.7669,-72.225,66.52,72,98,2.53,overcast clouds,2021-02-01 03:41:16
275,Ahipara,NZ,-35.1667,173.1667,68.85,63,9,7.83,clear sky,2021-02-01 03:41:16
276,Esna,EG,25.2934,32.554,50.0,46,0,2.3,clear sky,2021-02-01 03:41:16
277,Eyl,SO,7.9803,49.8164,70.77,72,29,17.38,scattered clouds,2021-02-01 03:41:16
278,Mount Isa,AU,-20.7333,139.5,96.8,28,75,6.91,broken clouds,2021-02-01 03:40:25
279,Bikin,RU,46.8161,134.26,0.86,92,100,6.67,light snow,2021-02-01 03:41:16
280,Tautira,PF,-17.7333,-149.15,86.0,58,75,6.91,broken clouds,2021-02-01 03:40:18
281,Imbituba,BR,-28.24,-48.6703,77.0,88,75,3.44,broken clouds,2021-02-01 03:37:09
282,Daigo,JP,36.7667,140.35,46.99,65,75,11.5,broken clouds,2021-02-01 03:41:17
283,Ihosy,MG,-22.4,46.1167,71.37,87,89,5.26,overcast clouds,2021-02-01 03:41:17
284,Bodden Town,KY,19.2833,-81.25,78.01,73,20,5.75,few clouds,2021-02-01 03:41:17
285,Lakatoro,VU,-16.0999,167.4164,80.35,75,97,9.37,overcast clouds,2021-02-01 03:41:17
286,Saskylakh,RU,71.9167,114.0833,-31.09,83,62,7.49,broken clouds,2021-02-01 03:39:36
287,Hirara,JP,24.8,125.2833,75.2,56,20,14.97,few clouds,2021-02-01 03:38:49
288,Mandan,US,46.8267,-100.8896,21.2,100,90,4.61,fog,2021-02-01 03:41:17
289,Port Hedland,AU,-20.3167,118.5667,78.8,100,90,23.02,light rain,2021-02-01 03:39:48
290,Airai,TL,-8.9266,125.4092,73.0,73,76,7.25,broken clouds,2021-02-01 03:39:45
291,Yar-Sale,RU,66.8333,70.8333,-11.13,90,100,8.72,overcast clouds,2021-02-01 03:41:18
292,Rosehearty,GB,57.697,-2.1132,30.99,89,43,6.31,scattered clouds,2021-02-01 03:41:18
293,San Quintin,MX,30.4833,-115.95,59.27,66,98,7.94,overcast clouds,2021-02-01 03:41:18
294,Hammerfest,NO,70.6634,23.6821,26.6,93,75,10.36,light snow,2021-02-01 03:41:18
295,Abu Samrah,SY,35.3029,37.1841,43.21,96,22,6.53,few clouds,2021-02-01 03:41:18
296,El Dorado,US,38.7666,-120.5177,46.99,78,99,1.99,overcast clouds,2021-02-01 03:41:18
297,Kodiak,US,57.79,-152.4072,30.2,64,1,5.75,clear sky,2021-02-01 03:39:49
298,Graham,US,47.0529,-122.2943,44.01,100,90,3.0,light rain,2021-02-01 03:40:09
299,Menongue,AO,-14.6585,17.691,62.92,93,100,6.93,overcast clouds,2021-02-01 03:41:19
300,Rancho Veloz,CU,22.8806,-80.3917,68.0,94,40,1.14,light rain,2021-02-01 03:41:19
301,Praxedis Guerrero,MX,31.3667,-106.0167,51.8,32,1,10.36,clear sky,2021-02-01 03:41:19
302,Yuli,NG,9.6989,10.2744,70.09,23,16,6.22,few clouds,2021-02-01 03:41:19
303,Porto Novo,BJ,6.4965,2.6036,82.4,89,40,2.3,scattered clouds,2021-02-01 03:41:19
304,Biltine,TD,14.5333,20.9167,68.83,22,0,9.4,clear sky,2021-02-01 03:41:19
305,Arlit,NE,18.7369,7.3853,60.21,25,0,6.58,clear sky,2021-02-01 03:41:19
306,Beringovskiy,RU,63.05,179.3167,16.34,96,100,33.91,snow,2021-02-01 03:39:56
307,Georgetown,MY,5.4112,100.3354,86.0,62,20,9.22,few clouds,2021-02-01 03:37:10
308,Mae Hong Son,TH,19.3003,97.9685,71.6,73,0,2.64,clear sky,2021-02-01 03:41:20
309,Dicamay,PH,16.7561,122.0037,73.36,82,91,0.51,overcast clouds,2021-02-01 03:41:20
310,Saint Anthony,US,45.0205,-93.218,32.0,69,90,10.36,overcast clouds,2021-02-01 03:41:20
311,Semirom,IR,31.4167,51.5667,28.74,75,0,1.68,clear sky,2021-02-01 03:41:20
312,Nantucket,US,41.2835,-70.0995,30.0,74,90,4.61,overcast clouds,2021-02-01 03:41:20
313,Thinadhoo,MV,0.5333,72.9333,82.13,80,2,12.24,clear sky,2021-02-01 03:39:27
314,Talnakh,RU,69.4865,88.3972,-15.92,79,100,8.86,overcast clouds,2021-02-01 03:39:59
315,Berdigestyakh,RU,62.0989,126.6992,-39.21,79,100,6.06,overcast clouds,2021-02-01 03:41:21
316,Peniche,PT,39.3558,-9.3811,57.0,85,86,5.99,overcast clouds,2021-02-01 03:41:21
317,Majene,ID,-3.5403,118.9707,83.95,65,100,3.6,overcast clouds,2021-02-01 03:41:21
318,Hinesville,US,31.8469,-81.5959,59.0,100,75,9.19,broken clouds,2021-02-01 03:41:21
319,Krasnoselkup,RU,65.7,82.4667,-16.02,88,98,10.51,overcast clouds,2021-02-01 03:41:22
320,Kiunga,PG,-6.1219,141.2906,75.6,97,100,1.5,light rain,2021-02-01 03:41:22
321,Teruel,ES,40.6667,-0.6667,62.6,61,0,20.71,clear sky,2021-02-01 03:39:44
322,Polyarnyy,RU,69.1989,33.4478,3.2,85,90,3.06,fog,2021-02-01 03:41:22
323,Makokou,GA,0.5738,12.8642,70.11,94,91,4.45,overcast clouds,2021-02-01 03:41:22
324,Mayo,US,38.8876,-76.5119,32.0,100,90,11.5,light snow,2021-02-01 03:41:22
325,Tezu,IN,27.9167,96.1667,73.17,22,0,3.65,clear sky,2021-02-01 03:41:22
326,Panama City,PA,8.9936,-79.5197,78.8,83,75,8.05,broken clouds,2021-02-01 03:38:03
327,Pacific Grove,US,36.6177,-121.9166,54.0,82,1,6.13,clear sky,2021-02-01 03:41:23
328,Urengoy,RU,65.9667,78.3667,-13.38,89,94,8.95,overcast clouds,2021-02-01 03:41:23
329,Mackay,AU,-21.15,149.2,84.2,65,13,17.27,few clouds,2021-02-01 03:40:17
330,Mount Gambier,AU,-37.8333,140.7667,66.2,59,90,18.41,overcast clouds,2021-02-01 03:39:44
331,Yarada,IN,17.65,83.2667,77.0,65,75,5.75,haze,2021-02-01 03:37:56
332,Torbay,CA,47.6666,-52.7314,30.0,93,90,21.85,light intensity drizzle,2021-02-01 03:39:48
333,Bac Lieu,VN,9.285,105.7244,83.98,60,100,16.06,overcast clouds,2021-02-01 03:41:23
334,Krasnokamensk,RU,50.0979,118.0369,-14.73,81,78,4.45,broken clouds,2021-02-01 03:41:23
335,Port Angeles,US,48.1181,-123.4307,43.0,100,90,2.66,light rain,2021-02-01 03:37:41
336,Asau,RO,46.4333,26.4,28.99,72,100,2.86,light snow,2021-02-01 03:41:24
337,Port Hardy,CA,50.6996,-127.4199,42.8,100,90,4.61,overcast clouds,2021-02-01 03:39:54
338,La Ronge,CA,55.1001,-105.2842,17.6,86,19,5.75,few clouds,2021-02-01 03:39:39
339,Sfantu Gheorghe,RO,45.8667,25.7833,33.01,86,100,3.0,overcast clouds,2021-02-01 03:41:24
340,Howard Springs,AU,-12.497,131.047,86.0,74,75,14.97,moderate rain,2021-02-01 03:41:25
341,Flin Flon,CA,54.7682,-101.865,1.67,94,25,2.57,scattered clouds,2021-02-01 03:41:25
342,Tabuny,RU,52.7773,78.7896,4.86,93,100,6.96,overcast clouds,2021-02-01 03:41:25
343,Laguna,US,38.421,-121.4238,55.4,67,20,5.12,few clouds,2021-02-01 03:39:40
344,Pemangkat,ID,1.1667,108.9667,79.45,86,81,13.02,broken clouds,2021-02-01 03:41:25
345,Otjimbingwe,NA,-22.35,16.1333,66.51,56,87,2.28,overcast clouds,2021-02-01 03:41:25
346,Buarcos,PT,40.166,-8.8768,57.2,94,75,4.61,mist,2021-02-01 03:41:25
347,La Palma,US,33.8464,-118.0467,62.6,58,90,3.44,overcast clouds,2021-02-01 03:40:20
348,Nome,US,64.5011,-165.4064,6.8,51,90,14.97,overcast clouds,2021-02-01 03:39:46
349,Khatanga,RU,71.9667,102.5,-36.74,82,0,8.81,clear sky,2021-02-01 03:41:26
350,Nehe,CN,48.4833,124.8333,-13.54,83,100,13.35,overcast clouds,2021-02-01 03:41:26
351,Sarangpur,IN,23.5667,76.4667,66.69,25,0,5.68,clear sky,2021-02-01 03:41:26
352,Erzin,TR,36.9559,36.2,50.0,81,40,10.36,scattered clouds,2021-02-01 03:41:26
353,Mezen,RU,65.8522,44.24,12.15,96,97,6.06,overcast clouds,2021-02-01 03:41:26
354,West Bay,KY,19.3667,-81.4167,78.01,73,20,5.75,few clouds,2021-02-01 03:39:52
355,Itarema,BR,-2.9248,-39.9167,79.81,81,75,14.03,broken clouds,2021-02-01 03:39:52
356,Yate,GB,51.5407,-2.4184,35.01,93,100,6.64,overcast clouds,2021-02-01 03:41:26
357,Songkhla,TH,6.8333,100.6667,84.2,70,40,14.97,scattered clouds,2021-02-01 03:41:27
358,San Policarpo,PH,12.1791,125.5072,81.54,80,93,16.2,overcast clouds,2021-02-01 03:41:27
359,Whitehorse,CA,60.7161,-135.0538,0.0,84,90,3.44,light snow,2021-02-01 03:39:52
360,Balkhash,KZ,46.844,74.9804,6.8,85,0,8.95,clear sky,2021-02-01 03:39:29
361,Innisfail,AU,-17.5333,146.0333,82.0,55,100,3.0,overcast clouds,2021-02-01 03:41:27
362,Buraydah,SA,26.326,43.975,51.8,62,0,5.75,clear sky,2021-02-01 03:41:27
363,Hay River,CA,60.8156,-115.7999,-4.0,71,100,5.75,overcast clouds,2021-02-01 03:41:27
364,Severo-Kurilsk,RU,50.6789,156.125,21.63,93,99,42.26,light snow,2021-02-01 03:39:53
365,Paita,PE,-5.0892,-81.1144,74.48,78,91,13.33,overcast clouds,2021-02-01 03:41:27
366,Chongwe,ZM,-15.3292,28.682,64.67,95,100,0.22,overcast clouds,2021-02-01 03:41:28
367,Zhezkazgan,KZ,47.8043,67.7144,23.54,96,71,1.28,broken clouds,2021-02-01 03:37:27
368,Sola,VU,-13.8833,167.55,87.8,70,75,7.25,broken clouds,2021-02-01 03:41:28
369,Northam,GB,51.0333,-4.2167,41.0,94,100,1.99,overcast clouds,2021-02-01 03:41:28
370,Sisimiut,GL,66.9395,-53.6735,7.09,82,74,11.59,broken clouds,2021-02-01 03:41:28
371,Anchorage,US,61.2181,-149.9003,5.0,72,1,3.0,clear sky,2021-02-01 03:41:28
372,Mount Vernon,US,40.9126,-73.8371,24.8,80,90,20.71,snow,2021-02-01 03:38:15
373,Tymovskoye,RU,50.8456,142.655,-0.33,84,21,1.7,light snow,2021-02-01 03:41:29
374,Roma,US,43.2128,-75.4557,16.0,62,1,8.05,clear sky,2021-02-01 03:41:29
375,Iberia,US,29.9502,-91.7507,50.0,66,1,14.97,clear sky,2021-02-01 03:41:29
376,Broome,US,42.2506,-75.833,21.99,86,90,9.22,snow,2021-02-01 03:41:29
377,Rock Sound,BS,24.9,-76.2,73.69,79,100,20.92,overcast clouds,2021-02-01 03:41:29
378,Moose Factory,CA,51.2585,-80.6094,1.4,85,90,3.44,overcast clouds,2021-02-01 03:41:29
379,Kushiro,JP,42.975,144.3747,26.6,74,20,6.91,snow,2021-02-01 03:39:41
380,Svetlyy,RU,54.675,20.1347,30.2,86,75,11.18,light snow,2021-02-01 03:41:29
381,Meulaboh,ID,4.1363,96.1285,85.59,63,82,0.96,broken clouds,2021-02-01 03:41:30
382,Loubomo,CG,-4.1997,12.6739,70.72,97,78,1.7,broken clouds,2021-02-01 03:41:30
383,Zhigansk,RU,66.7697,123.3711,-42.11,79,51,5.28,broken clouds,2021-02-01 03:41:30
384,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,69.82,91,98,11.54,overcast clouds,2021-02-01 03:39:12
385,Taybad,IR,34.74,60.7756,50.32,42,96,8.59,overcast clouds,2021-02-01 03:41:30
386,Cape Coast,GH,5.1053,-1.2466,78.64,89,38,10.09,scattered clouds,2021-02-01 03:41:30
387,Richards Bay,ZA,-28.783,32.0377,76.75,91,100,12.73,light rain,2021-02-01 03:41:30
388,Kavaratti,IN,10.5669,72.642,81.41,75,2,13.0,clear sky,2021-02-01 03:41:30
389,Zavodouspenskoye,RU,56.8626,65.0155,6.8,85,75,4.47,mist,2021-02-01 03:41:30
390,Loding,NO,67.3,14.75,19.4,73,0,13.8,clear sky,2021-02-01 03:41:31
391,Kuytun,RU,54.3419,101.5036,-26.36,84,12,2.98,few clouds,2021-02-01 03:41:31
392,Ardakan,IR,32.31,54.0175,42.8,31,0,6.91,clear sky,2021-02-01 03:41:31
393,Pringsewu,ID,-5.3582,104.9744,85.48,69,12,4.59,few clouds,2021-02-01 03:41:31
394,Raudeberg,NO,61.9875,5.1352,28.99,93,75,10.36,broken clouds,2021-02-01 03:41:31
395,Tiksi,RU,71.6872,128.8694,-27.27,86,100,6.6,overcast clouds,2021-02-01 03:39:52
396,Novyy Svit,UA,47.8059,38.0211,39.15,96,100,8.19,overcast clouds,2021-02-01 03:41:31
397,Kushima,JP,31.4583,131.2333,64.4,55,40,11.5,scattered clouds,2021-02-01 03:41:32
398,Ankazoabo,MG,-22.2833,44.5167,76.37,80,0,2.01,clear sky,2021-02-01 03:41:32
399,Metu,ET,8.3,35.5833,57.15,73,60,2.3,broken clouds,2021-02-01 03:41:32
400,Gat,IL,31.61,34.7642,48.99,100,0,3.0,clear sky,2021-02-01 03:37:03
401,Pisco,PE,-13.7,-76.2167,70.0,77,0,10.36,clear sky,2021-02-01 03:41:32
402,Tigil,RU,57.8,158.6667,-1.07,92,100,15.95,snow,2021-02-01 03:41:32
403,Plouzane,FR,48.3833,-4.6167,51.8,93,90,11.5,light rain,2021-02-01 03:37:33
404,Loningen,DE,52.7333,7.7667,28.99,86,100,4.61,light snow,2021-02-01 03:41:33
405,Kahului,US,20.8947,-156.47,77.0,61,20,17.27,few clouds,2021-02-01 03:39:35
406,Pundaguitan,PH,6.3711,126.1689,81.81,76,98,11.03,overcast clouds,2021-02-01 03:41:33
407,Pavlodar,KZ,52.3,76.95,1.4,78,0,6.71,clear sky,2021-02-01 03:41:33
408,San Rafael,AR,-34.6177,-68.3301,54.86,73,91,2.98,overcast clouds,2021-02-01 03:41:33
409,Ilhabela,BR,-23.7781,-45.3581,77.07,83,98,4.0,moderate rain,2021-02-01 03:41:33
410,Te Anau,NZ,-45.4167,167.7167,73.31,49,10,2.71,clear sky,2021-02-01 03:40:25
411,Belle Glade,US,26.6845,-80.6676,66.99,94,47,11.88,scattered clouds,2021-02-01 03:41:33
412,Novikovo,RU,51.1537,37.8879,23.56,96,87,4.88,light snow,2021-02-01 03:41:34
413,Aklavik,CA,68.2191,-135.0107,-20.2,76,100,5.75,light snow,2021-02-01 03:40:19
414,Teguise,ES,29.0605,-13.564,62.6,88,0,11.5,clear sky,2021-02-01 03:41:34
415,Pahrump,US,36.2083,-115.9839,48.0,65,98,1.23,overcast clouds,2021-02-01 03:38:34
416,Gualeguay,AR,-33.1416,-59.3097,64.31,77,93,7.4,moderate rain,2021-02-01 03:41:34
417,Bethanien,NA,-26.502,17.1583,64.54,41,0,8.48,clear sky,2021-02-01 03:41:34
418,Ucluelet,CA,48.9329,-125.5528,43.0,92,96,1.01,light rain,2021-02-01 03:40:21
419,Okhotsk,RU,59.3833,143.3,-8.79,79,0,17.22,clear sky,2021-02-01 03:41:34
420,Los Llanos De Aridane,ES,28.6585,-17.9182,62.6,82,0,11.5,clear sky,2021-02-01 03:41:34
421,Liaoyang,CN,41.2719,123.1731,14.0,48,76,11.18,broken clouds,2021-02-01 03:41:35
422,Ossora,RU,59.2353,163.0719,0.64,91,100,24.54,light snow,2021-02-01 03:41:35
423,Beruwala,LK,6.4788,79.9828,80.19,78,0,2.21,clear sky,2021-02-01 03:41:35
424,Ignacio Zaragoza,MX,28.3833,-107.2167,45.68,56,49,9.51,scattered clouds,2021-02-01 03:41:35
425,Bobrovka,RU,54.047,61.7455,7.57,95,14,7.25,few clouds,2021-02-01 03:41:35
426,Kautokeino,NO,69.0125,23.0412,16.5,96,100,8.52,light snow,2021-02-01 03:41:35
427,Korcula,HR,42.9622,17.1369,44.6,93,75,2.3,broken clouds,2021-02-01 03:41:35
428,Valparaiso,CL,-33.0393,-71.6273,59.85,85,11,10.11,few clouds,2021-02-01 03:37:18
429,Amga,RU,60.8953,131.9608,-35.01,78,100,5.99,overcast clouds,2021-02-01 03:41:36
430,Aitape,PG,-3.1374,142.3475,76.48,89,100,6.42,light rain,2021-02-01 03:41:36
431,Maragogi,BR,-9.0122,-35.2225,77.22,81,100,6.87,overcast clouds,2021-02-01 03:38:28
432,Spencer,US,43.1414,-95.1444,26.6,80,90,12.66,overcast clouds,2021-02-01 03:41:36
433,Araouane,ML,18.9048,-3.5265,64.33,23,50,9.35,scattered clouds,2021-02-01 03:41:36
434,Qinhuangdao,CN,39.9317,119.5883,28.62,64,0,14.09,clear sky,2021-02-01 03:41:36
435,Yazd,IR,31.8972,54.3675,42.8,31,0,6.91,clear sky,2021-02-01 03:41:36
436,Lahan,NP,26.7296,86.4951,67.14,34,0,4.59,clear sky,2021-02-01 03:41:37
437,North Bend,US,43.4065,-124.2243,51.01,94,100,1.99,overcast clouds,2021-02-01 03:36:50
438,Hato Mayor,DO,18.7629,-69.256,73.99,100,40,6.51,scattered clouds,2021-02-01 03:41:37
439,Aripuana,BR,-9.1667,-60.6333,73.94,94,85,1.7,light rain,2021-02-01 03:37:04
440,Vardo,NO,70.3705,31.1107,23.0,86,40,4.61,scattered clouds,2021-02-01 03:41:37
441,Hamilton,US,39.1834,-84.5333,34.0,86,90,12.66,mist,2021-02-01 03:40:31
442,Biak,ID,-0.9131,122.8766,83.14,68,100,2.17,overcast clouds,2021-02-01 03:41:37
443,Port-Gentil,GA,-0.7193,8.7815,80.6,75,66,3.65,broken clouds,2021-02-01 03:39:09
444,Isangel,VU,-19.55,169.2667,87.8,66,75,5.75,broken clouds,2021-02-01 03:39:32
445,Jiexiu,CN,37.0244,111.9125,40.28,52,0,13.04,clear sky,2021-02-01 03:41:38
446,Kysyl-Syr,RU,63.8986,122.7617,-37.89,80,100,6.13,overcast clouds,2021-02-01 03:41:38
447,Sibolga,ID,1.7427,98.7792,88.3,53,32,2.84,scattered clouds,2021-02-01 03:41:38
448,Laredo,US,27.5064,-99.5075,64.4,29,1,10.36,clear sky,2021-02-01 03:40:32
449,Bereda,ES,43.2686,-7.5406,53.01,85,96,13.0,overcast clouds,2021-02-01 03:41:38
